# Pokemon Insurgence Species Data (generated by generate_pokemon_data.py)
# ID | Name | Type1 | Type2 | Stage | Rarity | BaseHP | BaseAtk | BaseDef | BaseSpA | BaseSpD | BaseSpe | GrowthRate | Kind | PokedexEntry | Color | Habitat | GenderRate | Happiness | StepsToHatch | Height | Weight | BaseEXP | EVHP | EVAtk | EVDef | EVSpA | EVSpD | EVSpe | Ability1 | Ability2 | HiddenAbility | EggGroup1 | EggGroup2 | CatchRate
1 | Bulbasaur | Grass | Poison | 1 | Common | 45 | 49 | 49 | 65 | 65 | 45 | medium-slow | Seed | Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun's rays, the seed grows progressively larger. | Green |  | Female 12.5% | 70 | 5355 | 7 | 69 | 64 | 0 | 0 | 0 | 1 | 0 | 0 | Overgrow |  | Chlorophyll | Monster | Grass | 45
523 | Zebstrika | Electric |  | 2 | Common | 75 | 100 | 63 | 80 | 63 | 116 | medium-fast | Thunderbolt | This ill-tempered Pokémon is dangerous because when it's angry, it shoots lightning from its mane in all directions. | Black |  | Female 50% | 70 | 5355 | 16 | 795 | 174 | 0 | 0 | 0 | 0 | 0 | 2 | Lightning Rod | Motor Drive | Sap Sipper | Field |  | 75
524 | Roggenrola | Rock |  | 1 | Common | 55 | 75 | 85 | 25 | 25 | 15 | medium-slow | Mantle | They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core. | Blue |  | Female 50% | 70 | 4080 | 4 | 180 | 56 | 0 | 0 | 1 | 0 | 0 | 0 | Sturdy |  | Sand Force | Mineral |  | 255
525 | Boldore | Rock |  | 2 | Common | 70 | 105 | 105 | 50 | 40 | 20 | medium-slow | Ore | Because its energy was too great to be contained, the energy leaked and formed orange crystals. | Blue |  | Female 50% | 70 | 4080 | 9 | 1020 | 137 | 0 | 1 | 1 | 0 | 0 | 0 | Sturdy |  | Sand Force | Mineral |  | 120
526 | Gigalith | Rock |  | 3 | Common | 85 | 135 | 130 | 60 | 80 | 25 | medium-slow | Compressed | The solar energy absorbed by its body's orange crystals is magnified internally and fired from its mouth. | Blue |  | Female 50% | 70 | 4080 | 17 | 2600 | 227 | 0 | 3 | 0 | 0 | 0 | 0 | Sturdy |  | Sand Force | Mineral |  | 45
527 | Woobat | Psychic | Flying | 1 | Common | 55 | 45 | 43 | 55 | 43 | 72 | medium-fast | Bat | Suction from its nostrils enables it to stick to cave walls during sleep. It leaves a heart-shaped mark behind. | Blue |  | Female 50% | 70 | 4080 | 4 | 21 | 63 | 0 | 0 | 0 | 0 | 0 | 1 | Unaware | Klutz | Simple | Flying | Field | 190
528 | Swoobat | Psychic | Flying | 2 | Common | 67 | 57 | 55 | 77 | 55 | 114 | medium-fast | Courting | Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift. | Blue |  | Female 50% | 70 | 4080 | 9 | 105 | 149 | 0 | 0 | 0 | 0 | 0 | 2 | Unaware | Klutz | Simple | Flying | Field | 45
529 | Drilbur | Ground |  | 1 | Common | 60 | 85 | 40 | 30 | 45 | 68 | medium-fast | Mole | It makes its way swiftly through the soil by putting both claws together and rotating at high speed. | Gray |  | Female 50% | 70 | 5355 | 3 | 85 | 66 | 0 | 1 | 0 | 0 | 0 | 0 | Sand Rush | Sand Force | Mold Breaker | Field |  | 120
530 | Excadrill | Ground | Steel | 2 | Common | 110 | 135 | 60 | 50 | 65 | 88 | medium-fast | Subterrene | More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels. | Gray |  | Female 50% | 70 | 5355 | 7 | 404 | 178 | 0 | 2 | 0 | 0 | 0 | 0 | Sand Rush | Sand Force | Mold Breaker | Field |  | 60
531 | Audino | Normal |  | 1 | Common | 103 | 60 | 86 | 60 | 86 | 50 | fast | Hearing | Its auditory sense is astounding. It has a radar-like ability to understand its surrounding through slight sounds. | Pink |  | Female 50% | 70 | 5355 | 11 | 310 | 390 | 2 | 0 | 0 | 0 | 0 | 0 | Healer | Regenerator | Klutz | Fairy |  | 255
532 | Timburr | Fighting |  | 1 | Common | 75 | 80 | 55 | 25 | 35 | 35 | medium-slow | Muscular | These Pokémon appear at building sites and help out with construction. They always carry squared logs. | Gray |  | Female 25% | 70 | 5355 | 6 | 125 | 61 | 0 | 1 | 0 | 0 | 0 | 0 | Guts | Sheer Force | Iron Fist | Humanlike |  | 180
533 | Gurdurr | Fighting |  | 2 | Common | 85 | 105 | 85 | 40 | 50 | 40 | medium-slow | Muscular | They strengthen their bodies by carrying steel beams. They show off their big muscles to their friends. | Gray |  | Female 25% | 70 | 5355 | 12 | 400 | 142 | 0 | 2 | 0 | 0 | 0 | 0 | Guts | Sheer Force | Iron Fist | Humanlike |  | 90
534 | Conkeldurr | Fighting |  | 3 | Common | 105 | 140 | 95 | 55 | 65 | 45 | medium-slow | Muscular | They use concrete pillars as walking canes. They know moves that enable them to swing the pillars freely in battle. | Brown |  | Female 25% | 70 | 5355 | 14 | 870 | 227 | 0 | 3 | 0 | 0 | 0 | 0 | Guts | Sheer Force | Iron Fist | Humanlike |  | 45
535 | Tympole | Water |  | 1 | Common | 50 | 50 | 40 | 50 | 40 | 64 | medium-slow | Tadpole | By vibrating its cheeks, it emits sound waves imperceptible to humans. It uses the rhythm of these sounds to talk. | Blue |  | Female 50% | 70 | 5355 | 5 | 45 | 59 | 0 | 0 | 0 | 0 | 0 | 1 | Swift Swim | Hydration | Water Absorb | Water1 |  | 255
536 | Palpitoad | Water | Ground | 2 | Common | 75 | 65 | 55 | 65 | 55 | 69 | medium-slow | Vibration | It lives in the water and on land. It uses its long, sticky tongue to capture prey. | Blue |  | Female 50% | 70 | 5355 | 8 | 170 | 134 | 2 | 0 | 0 | 0 | 0 | 0 | Swift Swim | Hydration | Water Absorb | Water1 |  | 120
537 | Seismitoad | Water | Ground | 3 | Common | 105 | 95 | 75 | 85 | 75 | 74 | medium-slow | Vibration | It increases the power of its punches by vibrating the bumps on its fists. It can turn a boulder to rubble with one punch. | Blue |  | Female 50% | 70 | 5355 | 15 | 620 | 225 | 3 | 0 | 0 | 0 | 0 | 0 | Swift Swim | Poison Touch | Water Absorb | Water1 |  | 45
538 | Throh | Fighting |  | 1 | Common | 120 | 100 | 85 | 30 | 85 | 45 | medium-fast | Judo | When they encounter foes bigger than themselves, they try to throw them. They always travel in packs of five. | Red |  | Always male | 70 | 5355 | 13 | 555 | 163 | 2 | 0 | 0 | 0 | 0 | 0 | Guts | Inner Focus | Mold Breaker | Humanlike |  | 45
539 | Sawk | Fighting |  | 1 | Common | 75 | 125 | 75 | 30 | 75 | 85 | medium-fast | Karate | Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them. | Blue |  | Always male | 70 | 5355 | 14 | 510 | 163 | 0 | 2 | 0 | 0 | 0 | 0 | Sturdy | Inner Focus | Mold Breaker | Humanlike |  | 45
540 | Sewaddle | Bug | Grass | 1 | Common | 45 | 53 | 70 | 40 | 60 | 42 | medium-slow | Sewing | This Pokémon makes clothes for itself. It chews up leaves and sews them with sticky thread extruded from its mouth. | Yellow |  | Female 50% | 70 | 4080 | 3 | 25 | 62 | 0 | 0 | 1 | 0 | 0 | 0 | Swarm | Chlorophyll | Overcoat | Bug |  | 255
541 | Swadloon | Bug | Grass | 2 | Common | 55 | 63 | 90 | 50 | 80 | 42 | medium-slow | Leaf-Wrapped | It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests. | Green |  | Female 50% | 70 | 4080 | 5 | 73 | 133 | 0 | 0 | 2 | 0 | 0 | 0 | Leaf Guard | Chlorophyll | Overcoat | Bug |  | 120
542 | Leavanny | Bug | Grass | 3 | Common | 75 | 103 | 80 | 70 | 80 | 92 | medium-slow | Nurturing | It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle. | Yellow |  | Female 50% | 70 | 4080 | 12 | 205 | 221 | 0 | 3 | 0 | 0 | 0 | 0 | Swarm | Chlorophyll | Overcoat | Bug |  | 45
543 | Venipede | Bug | Poison | 1 | Common | 30 | 45 | 59 | 30 | 39 | 57 | medium-slow | Centipede | It discovers what is going on around it by using the feelers on its head and tail. It is brutally aggresive. | Red |  | Female 50% | 70 | 4080 | 4 | 53 | 52 | 0 | 0 | 1 | 0 | 0 | 0 | Poison Point | Swarm | Speed Boost | Bug |  | 255
544 | Whirlipede | Bug | Poison | 2 | Common | 40 | 55 | 99 | 40 | 79 | 47 | medium-slow | Curlipede | It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent. | Gray |  | Female 50% | 70 | 4080 | 12 | 585 | 126 | 0 | 0 | 2 | 0 | 0 | 0 | Poison Point | Swarm | Speed Boost | Bug |  | 120
545 | Scolipede | Bug | Poison | 3 | Common | 60 | 100 | 89 | 55 | 69 | 112 | medium-slow | Megapede | Highly aggressive, it uses the claws near its neck to dig into its opponents and poison them. | Red |  | Female 50% | 70 | 5355 | 25 | 2005 | 214 | 0 | 0 | 0 | 0 | 0 | 3 | Poison Point | Swarm | Speed Boost | Bug |  | 45
546 | Cottonee | Grass | Fairy | 1 | Common | 40 | 27 | 60 | 37 | 50 | 66 | medium-fast | Cotton Puff | They go wherever the wind takes them. On rainy days, their bodies are heavier, so they take shelter beneath big trees. | Green |  | Female 50% | 70 | 5355 | 3 | 6 | 56 | 0 | 0 | 0 | 0 | 0 | 1 | Prankster | Infiltrator | Chlorophyll | Fairy | Grass | 190
547 | Whimsicott | Grass | Fairy | 2 | Common | 60 | 67 | 85 | 77 | 75 | 116 | medium-fast | Windveiled | Riding whirlwinds, they appear. These Pokémon sneak through gaps into houses and cause all sorts of mischief. | Green |  | Female 50% | 70 | 5355 | 7 | 66 | 168 | 0 | 0 | 0 | 0 | 0 | 2 | Prankster | Infiltrator | Chlorophyll | Fairy | Grass | 75
548 | Petilil | Grass |  | 1 | Common | 45 | 35 | 50 | 70 | 50 | 30 | medium-fast | Bulb | Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants. | Green |  | Always female | 70 | 5355 | 5 | 66 | 56 | 0 | 0 | 0 | 1 | 0 | 0 | Chlorophyll | Own Tempo | Leaf Guard | Grass |  | 190
549 | Lilligant | Grass |  | 2 | Common | 70 | 60 | 75 | 110 | 75 | 90 | medium-fast | Flowering | The fragrance of the garland on its head has a relaxing effect. It withers if a Trainer does not take good care of it. | Green |  | Always female | 70 | 5355 | 11 | 163 | 168 | 0 | 0 | 0 | 2 | 0 | 0 | Chlorophyll | Own Tempo | Leaf Guard | Grass |  | 75
550 | Basculin | Water |  | 1 | Common | 70 | 92 | 65 | 80 | 55 | 98 | medium-fast | Hostile | Red and blue Basculin usually do not get along, but sometimes members of one school mingle with the other's school. | Green |  | Female 50% | 70 | 10455 | 10 | 180 | 161 | 0 | 0 | 0 | 0 | 0 | 2 | Reckless | Adaptability | Mold Breaker | Water2 |  | 25
551 | Sandile | Ground | Dark | 1 | Common | 50 | 72 | 35 | 35 | 35 | 65 | medium-slow | Desert Croc | It moves along below the sand's surface, except for its nose and eyes. A dark membrane shields its eyes from the sun. | Brown |  | Female 50% | 70 | 5355 | 7 | 152 | 58 | 0 | 1 | 0 | 0 | 0 | 0 | Intimidate | Moxie | Anger Point | Field |  | 180
552 | Krokorok | Ground | Dark | 2 | Common | 60 | 82 | 45 | 45 | 45 | 74 | medium-slow | Desert Croc | The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings, even in darkness. | Brown |  | Female 50% | 70 | 5355 | 10 | 334 | 123 | 0 | 2 | 0 | 0 | 0 | 0 | Intimidate | Moxie | Anger Point | Field |  | 90
553 | Krookodile | Ground | Dark | 3 | Common | 95 | 117 | 80 | 65 | 70 | 92 | medium-slow | Intimidation | It can expand the focus of its eyes, enabling it to see objects in the far distance as if it were using binoculars. | Red |  | Female 50% | 70 | 5355 | 15 | 963 | 229 | 0 | 3 | 0 | 0 | 0 | 0 | Intimidate | Moxie | Anger Point | Field |  | 45
554 | Darumaka | Fire |  | 1 | Common | 70 | 90 | 45 | 15 | 45 | 50 | medium-slow | Zen Charm | Darumaka's droppings are hot, so people used to put them in their clothes to keep themselves warm. | Red |  | Female 50% | 70 | 5355 | 6 | 375 | 63 | 0 | 1 | 0 | 0 | 0 | 0 | Hustle |  | Inner Focus | Field |  | 120
555 | Darmanitan | Fire |  | 2 | Common | 105 | 140 | 55 | 30 | 55 | 95 | medium-slow | Blazing | When weakened in battle, it transforms into a stone statue. Then it sharpens its mind and fights on mentally. | Red |  | Female 50% | 70 | 5355 | 13 | 929 | 168 | 0 | 2 | 0 | 0 | 0 | 0 | Sheer Force |  | Zen Mode | Field |  | 60
556 | Maractus | Grass |  | 1 | Common | 75 | 86 | 67 | 106 | 67 | 60 | medium-fast | Cactus | Arid regions are their habitat. They move rhythmically, making a sound similar to maracas. | Green |  | Female 50% | 70 | 5355 | 10 | 280 | 161 | 0 | 0 | 0 | 2 | 0 | 0 | Water Absorb | Chlorophyll | Storm Drain | Grass |  | 255
557 | Dwebble | Bug | Rock | 1 | Common | 50 | 65 | 85 | 35 | 35 | 55 | medium-fast | Rock Inn | It makes a hole in a suitable rock. If that rock breaks, the Pokémon remains agitated until it locates a replacement. | Red |  | Female 50% | 70 | 5355 | 3 | 145 | 65 | 0 | 0 | 1 | 0 | 0 | 0 | Sturdy | Shell Armor | Weak Armor | Bug | Mineral | 190
558 | Crustle | Bug | Rock | 2 | Common | 70 | 95 | 125 | 65 | 75 | 45 | medium-fast | Stone Home | It possesses legs of enormous strength, enabling it to carry heavy slabs for many days, even when crossing arid land. | Red |  | Female 50% | 70 | 5355 | 14 | 2000 | 166 | 0 | 0 | 2 | 0 | 0 | 0 | Sturdy | Shell Armor | Weak Armor | Bug | Mineral | 75
559 | Scraggy | Dark | Fighting | 1 | Common | 50 | 75 | 70 | 35 | 70 | 48 | medium-fast | Shedding | It immediately headbutts anyone that makes eye contact with it. Its skull is massively thick. | Yellow |  | Female 50% | 35 | 4080 | 6 | 118 | 70 | 0 | 1 | 0 | 0 | 0 | 0 | Shed Skin | Moxie | Intimidate | Field | Dragon | 180
560 | Scrafty | Dark | Fighting | 2 | Common | 65 | 90 | 115 | 45 | 115 | 58 | medium-fast | Hoodlum | It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader. | Red |  | Female 50% | 70 | 4080 | 11 | 300 | 171 | 0 | 0 | 1 | 0 | 1 | 0 | Shed Skin | Moxie | Intimidate | Field | Dragon | 90
561 | Sigilyph | Psychic | Flying | 1 | Common | 72 | 58 | 80 | 103 | 80 | 97 | medium-fast | Avianoid | The guardians of an ancient city, they use their psychic power to attack enemies that invade their territory. | Black |  | Female 50% | 70 | 5355 | 14 | 140 | 172 | 0 | 0 | 0 | 2 | 0 | 0 | Wonder Skin | Magic Guard | Tinted Lens | Flying |  | 45
562 | Yamask | Ghost |  | 1 | Common | 38 | 30 | 85 | 55 | 65 | 30 | medium-fast | Spirit | These Pokémon arose from the spirits of people interred in graves in past ages. Each retains memories of its former life. | Black |  | Female 50% | 70 | 6630 | 5 | 15 | 61 | 0 | 0 | 1 | 0 | 0 | 0 | Mummy |  |  | Mineral | Amorphous | 190
563 | Cofagrigus | Ghost |  | 2 | Common | 58 | 50 | 145 | 95 | 105 | 30 | medium-fast | Coffin | They pretend to be elaborate coffins to teach lessons to grave robbers. Their bodies are covered in pure gold. | Yellow |  | Female 50% | 70 | 6630 | 17 | 765 | 169 | 0 | 0 | 2 | 0 | 0 | 0 | Mummy |  |  | Mineral | Amorphous | 90
564 | Tirtouga | Water | Rock | 1 | Common | 54 | 78 | 103 | 53 | 45 | 22 | medium-fast | Prototurtle | About 100 million years ago, these Pokémon swam in oceans. It is thought they also went on land to attack prey. | Blue |  | Female 12.5% | 70 | 7905 | 7 | 165 | 71 | 0 | 0 | 1 | 0 | 0 | 0 | Solid Rock | Sturdy | Swift Swim | Water1 | Water3 | 45
565 | Carracosta | Water | Rock | 2 | Common | 74 | 108 | 133 | 83 | 65 | 32 | medium-fast | Prototurtle | Incredible jaw strength enables them to chew up steel beams and rocks along with their prey. | Blue |  | Female 12.5% | 70 | 7905 | 12 | 810 | 173 | 0 | 0 | 2 | 0 | 0 | 0 | Solid Rock | Sturdy | Swift Swim | Water1 | Water3 | 45
566 | Archen | Rock | Flying | 1 | Common | 55 | 112 | 45 | 74 | 45 | 70 | medium-fast | First Bird | Revived from a fossil, this Pokémon is thought to be the ancestor of all bird Pokémon. | Yellow |  | Female 12.5% | 70 | 7905 | 5 | 95 | 71 | 0 | 1 | 0 | 0 | 0 | 0 | Defeatist |  |  | Flying | Water3 | 45
567 | Archeops | Rock | Flying | 2 | Common | 75 | 140 | 65 | 112 | 65 | 110 | medium-fast | First Bird | It runs better than it flies. It catches prey by running at speeds comparable to those of an automobile. | Yellow |  | Female 12.5% | 70 | 7905 | 14 | 320 | 177 | 0 | 2 | 0 | 0 | 0 | 0 | Defeatist |  |  | Flying | Water3 | 45
568 | Trubbish | Poison |  | 1 | Common | 50 | 50 | 62 | 40 | 62 | 65 | medium-fast | Trash Bag | The combination of garbage bags and industrial waste caused the chemical reaction that crated this Pokémon. | Green |  | Female 50% | 70 | 5355 | 6 | 310 | 66 | 0 | 0 | 0 | 0 | 0 | 1 | Stench | Sticky Hold | Aftermath | Mineral |  | 190
569 | Garbodor | Poison |  | 2 | Common | 80 | 95 | 82 | 60 | 82 | 75 | medium-fast | Trash Heap | They absorb garbage and make it part of their bodies. They shoot a poisonous liquid from their right-hand fingertips. | Green |  | Female 50% | 70 | 5355 | 19 | 1073 | 166 | 0 | 2 | 0 | 0 | 0 | 0 | Stench | Weak Armor | Aftermath | Mineral |  | 60
570 | Zorua | Dark |  | 1 | Common | 40 | 65 | 40 | 80 | 40 | 65 | medium-slow | Tricky Fox | To protect themselves from danger, they hide their true identities by transforming into people and Pokémon. | Gray |  | Female 12.5% | 70 | 6630 | 7 | 125 | 66 | 0 | 0 | 0 | 1 | 0 | 0 | Illusion |  |  | Field |  | 75
571 | Zoroark | Dark |  | 2 | Common | 60 | 105 | 60 | 120 | 60 | 105 | medium-slow | Illusion Fox | Each has the ability to fool a large group of people simultaneously. They protect their lair with illusory scenery. | Gray |  | Female 12.5% | 70 | 5355 | 16 | 811 | 179 | 0 | 0 | 0 | 2 | 0 | 0 | Illusion |  |  | Field |  | 45
572 | Minccino | Normal |  | 1 | Common | 55 | 50 | 40 | 40 | 40 | 75 | fast | Chinchilla | These Pokémon prefer a tidy habitat. They are always sweeping and dusting, using their tails as brooms. | Gray |  | Female 75% | 70 | 4080 | 4 | 58 | 60 | 0 | 0 | 0 | 0 | 0 | 1 | Cute Charm | Technician | Skill Link | Field |  | 255
573 | Cinccino | Normal |  | 2 | Common | 75 | 95 | 60 | 65 | 60 | 115 | fast | Scarf | Their white fur feels amazing to touch. Their fur repels dust and prevents static electricity from building up. | Gray |  | Female 75% | 70 | 4080 | 5 | 75 | 165 | 0 | 0 | 0 | 0 | 0 | 2 | Cute Charm | Technician | Skill Link | Field |  | 60
574 | Gothita | Psychic |  | 1 | Common | 45 | 30 | 50 | 55 | 65 | 45 | medium-slow | Fixation | They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see. | Purple |  | Female 75% | 70 | 5355 | 4 | 58 | 58 | 0 | 0 | 0 | 0 | 1 | 0 | Frisk | Competitive | Shadow Tag | Humanlike |  | 200
575 | Gothorita | Psychic |  | 2 | Common | 60 | 45 | 70 | 75 | 85 | 55 | medium-slow | Manipulate | Starlight is the source of their power. At night, they mark star positions by using psychic power to float stones. | Purple |  | Female 75% | 70 | 5355 | 7 | 180 | 137 | 0 | 0 | 0 | 0 | 2 | 0 | Frisk | Competitive | Shadow Tag | Humanlike |  | 100
576 | Gothitelle | Psychic |  | 3 | Common | 70 | 55 | 95 | 95 | 110 | 65 | medium-slow | Astral Body | They can predict the future from the placement and movement of the stars. They can see Trainers' life spans. | Purple |  | Female 75% | 70 | 5355 | 15 | 440 | 221 | 0 | 0 | 0 | 0 | 3 | 0 | Frisk | Competitive | Shadow Tag | Humanlike |  | 50
577 | Solosis | Psychic |  | 1 | Common | 45 | 30 | 40 | 105 | 50 | 20 | medium-slow | Cell | Because their bodies are enveloped in a special liquid, they can survive in any environment. | Green |  | Female 50% | 70 | 5355 | 3 | 10 | 58 | 0 | 0 | 0 | 1 | 0 | 0 | Overcoat | Magic Guard | Regenerator | Amorphous |  | 200
578 | Duosion | Psychic |  | 2 | Common | 65 | 40 | 50 | 125 | 60 | 30 | medium-slow | Mitosis | When their brains, now divided in two, are thinking the same thoughts, these Pokémon exhibit their maximum power. | Green |  | Female 50% | 70 | 5355 | 6 | 80 | 130 | 0 | 0 | 0 | 2 | 0 | 0 | Overcoat | Magic Guard | Regenerator | Amorphous |  | 100
579 | Reuniclus | Psychic |  | 3 | Common | 110 | 65 | 75 | 125 | 85 | 30 | medium-slow | Multiplying | These remarkably intelligent Pokémon fight by controlling arms that can grip with rock-crushing power. | Green |  | Female 50% | 70 | 5355 | 10 | 201 | 221 | 0 | 0 | 0 | 3 | 0 | 0 | Overcoat | Magic Guard | Regenerator | Amorphous |  | 50
580 | Ducklett | Water | Flying | 1 | Common | 62 | 44 | 50 | 44 | 50 | 55 | medium-fast | Water Bird | When attacked, it uses its feathers to splash water, escaping under cover of the spray. | Blue |  | Female 50% | 70 | 5355 | 5 | 55 | 61 | 1 | 0 | 0 | 0 | 0 | 0 | Keen Eye | Big Pecks | Hydration | Water1 | Flying | 190
581 | Swanna | Water | Flying | 2 | Common | 75 | 87 | 63 | 87 | 63 | 98 | medium-fast | White Bird | It administers sharp, powerful pecks with its bill. It whips its long neck to deliver forceful repeated strikes. | White |  | Female 50% | 70 | 5355 | 13 | 242 | 166 | 0 | 0 | 0 | 0 | 0 | 2 | Keen Eye | Big Pecks | Hydration | Water1 | Flying | 45
582 | Vanillite | Ice |  | 1 | Common | 36 | 50 | 50 | 65 | 60 | 44 | slow | Fresh Snow | This Pokémon formed from icicles bathed in energy from the morning sun. It sleeps buried in snow. | White |  | Female 50% | 70 | 5355 | 4 | 57 | 61 | 0 | 0 | 0 | 1 | 0 | 0 | Ice Body |  | Weak Armor | Mineral |  | 255
